variety,soil_type,season,seeding_method,fertilizer_kg_ha,temperature_avg,rainfall_mm,humidity_avg,historical_yield_tons_ha,yield_tons_ha
NSIC 218,Clay,Wet,Transplanted,59.58136757928326,29.802034968567614,175.51527587985578,78.81148252192936,3.5528913131521045,5.56
IR64,Sandy Loam,Dry,Direct Seeded,103.46267827366813,28.43847202811547,107.08261372576361,86.65029652952632,3.524019661600646,3.83
Dinorado,Silty Clay,Wet,Transplanted,140.16151985095888,23.168123168121227,332.4120521053047,79.13804983094252,5.472252198518506,4.74
NSIC 218,Silty Clay,Dry,Transplanted,133.41733122308196,25.737335168314672,18.48356805426321,76.97571765328826,4.656444168178859,5.27
IR64,Clay Loam,Dry,Transplanted,110.69831268569999,23.388416425479853,124.44564530230139,77.07688364268625,4.041585135550154,4.38
IR64,Silty Clay,Wet,Direct Seeded,114.35719909581735,30.812127324655137,281.7795226421011,74.89382132770156,4.238126952992738,4.12
NSIC Rc 222,Silty Clay,Wet,Transplanted,84.01543300261498,29.496211555636428,259.31362517077304,84.22741204213365,4.360547894556433,5.7
NSIC Rc 222,Clay Loam,Dry,Transplanted,118.38238826361544,29.575367867972293,16.024785662937216,61.51272235084146,2.573726196822526,5.06
NSIC 218,Clay Loam,Wet,Direct Seeded,192.98822835812513,28.52256517773544,322.66659744035724,86.55389723787982,2.740793771575743,5.69
IR64,Sandy Loam,Dry,Direct Seeded,177.56793766756857,27.070435369367097,29.235633341451912,77.58876660736928,4.447568054069955,4.38
NSIC Rc 160,Silty Clay,Wet,Transplanted,71.78493036145157,23.499710594634973,159.09270843680818,85.46619663767245,3.593406576544941,4.53
NSIC Rc 222,Sandy Loam,Wet,Transplanted,54.46711809813814,25.296948867050517,205.8675814188946,60.311781076326255,2.6663321206957753,6.19
NSIC 218,Sandy Loam,Wet,Transplanted,190.0286469074946,23.369157924768906,304.1100356169135,86.07829211884854,3.3925397381548783,5.21
IR64,Clay Loam,Wet,Transplanted,129.01246248211214,29.249131428523434,361.8038516577045,63.604125575198005,2.8908502612641707,4.23
IR64,Clay,Wet,Direct Seeded,130.67567347239617,23.60228776022005,245.27690923627924,81.63654019177197,5.248941526678964,4.38
NSIC Rc 160,Sandy Loam,Dry,Direct Seeded,167.10769935597835,29.021135501716856,48.51506267325759,72.49564178663532,3.108776177659345,4.74
NSIC 218,Clay,Wet,Transplanted,97.20334608069899,28.922553895959048,214.69036815838928,80.43217173293773,2.931073592182157,5.24
IR64,Silty Clay,Wet,Direct Seeded,122.28613532540032,26.593044789912888,279.68410894724855,78.84569213032093,4.378506451265849,4.5
NSIC Rc 222,Clay Loam,Dry,Transplanted,195.29943697201062,23.352286541180522,98.671070916512,64.90189641201725,4.065735790830498,5.96
NSIC Rc 160,Silty Clay,Dry,Direct Seeded,150.82230303986108,25.148008261340365,146.69027394838284,75.43841293342655,4.227797362107376,4.54
NSIC 218,Silty Clay,Dry,Direct Seeded,73.06175479936789,25.200931090755514,26.495199366790818,68.31691419583622,3.8078444441209456,5.03
NSIC Rc 160,Clay Loam,Wet,Transplanted,69.98401219765299,29.003851331432934,305.57881309671035,76.81310528544037,3.9015079327963886,4.3
NSIC Rc 222,Silty Clay,Wet,Transplanted,80.6397137499508,23.137430194137245,255.0257578514366,82.14009849158532,4.836392667541388,5.72
NSIC 218,Clay Loam,Dry,Transplanted,165.00675116310762,30.290686462160906,29.979073689948578,62.43775243745514,3.1597665544770024,5.29
NSIC Rc 160,Clay,Dry,Transplanted,94.3065505760924,29.61007290185914,61.64185553813724,75.47287270593075,3.6895879084937024,4.05
Dinorado,Silty Clay,Dry,Direct Seeded,53.20832700126197,23.863069181742738,127.07067928574483,78.52889462286775,5.373476154783848,4.42
NSIC Rc 222,Clay Loam,Dry,Direct Seeded,191.62615452584927,29.191643817788894,75.41233338511398,68.86102360791642,3.0699571035581354,5.75
NSIC Rc 222,Sandy Loam,Wet,Transplanted,75.45701245923661,28.68513181467822,369.1776706649388,88.59010448388021,3.381320785125601,5.42
NSIC Rc 222,Silty Clay,Wet,Direct Seeded,51.43372792221029,29.481208001109263,280.85967721500333,75.60908476520488,3.0747007728579714,5.39
Dinorado,Clay,Wet,Direct Seeded,85.56974035749845,23.889285554486946,158.95589689264625,65.47551269537799,2.561486489074407,4.72
Dinorado,Clay Loam,Wet,Transplanted,85.25431806772005,23.575903221564687,205.76348867654758,63.23364785397852,3.309489775125011,4.51
IR64,Silty Clay,Wet,Transplanted,113.30078762685847,24.364839859227544,262.66175772945365,76.24978647496097,2.6394023378867173,4.23
NSIC Rc 160,Silty Clay,Dry,Direct Seeded,188.05847472500554,25.658717031489758,55.02548403581503,71.25715143380788,2.9640553792199,4.34
IR64,Silty Clay,Wet,Transplanted,181.87773766686468,29.936649810358013,324.4313797542334,65.77641293305155,3.588046210202844,4.2
NSIC Rc 160,Clay,Dry,Transplanted,118.53418324736418,29.3792393747885,88.56853650924057,60.920954603573236,2.5621636512068746,4.35
Dinorado,Clay Loam,Dry,Direct Seeded,111.63498574877097,31.25451592278533,46.473247642405006,76.9980024011364,4.75886969779215,4.6
Dinorado,Sandy Loam,Dry,Direct Seeded,133.2513629712277,22.586295590986154,66.16238701465292,77.95800710500986,4.886767041308641,4.23
IR64,Sandy Loam,Wet,Transplanted,86.51810179576486,22.115562810141856,204.9380609481472,64.25407803544405,3.7342414072550887,4.06
NSIC 218,Sandy Loam,Dry,Direct Seeded,57.827748794954424,28.99138829700799,56.564720892485866,78.05214149310913,5.453997938122808,4.92
IR64,Clay Loam,Wet,Transplanted,190.88362042568102,24.792874957941656,394.0643599293553,88.55918264122795,4.536981744423097,4.21
NSIC Rc 160,Sandy Loam,Dry,Transplanted,78.00484773157591,25.340788955338176,122.57974313805043,89.34886829969219,4.731165243942247,4.47
IR64,Clay,Wet,Direct Seeded,79.76010938685747,27.46802025914512,229.63956454702088,86.65478809671015,3.0769012709984,3.86
NSIC Rc 222,Clay Loam,Dry,Direct Seeded,120.86904932809215,23.024131231267987,139.39580170132012,84.21235742507221,5.01231286846514,5.63
NSIC Rc 160,Silty Clay,Wet,Transplanted,123.74200172604961,28.4269441654805,283.1200517151471,66.28103510139994,5.335139194064519,4.86
NSIC Rc 160,Clay,Dry,Transplanted,52.765131455111295,25.251474462311503,116.34010690196766,64.69305547487791,3.2089304997213755,4.24
NSIC 218,Silty Clay,Dry,Transplanted,72.1932108160956,28.327151243009915,71.47170064419768,73.34842806856064,4.55939288315914,5.39
Dinorado,Sandy Loam,Dry,Direct Seeded,106.72322278411126,30.34006913073386,80.60689684953293,78.58895253955657,4.740823145989994,4.86
NSIC Rc 160,Clay,Dry,Transplanted,152.55960402658087,23.711113333374296,27.510317150120997,85.52036052025134,3.415507515428647,4.08
Dinorado,Clay Loam,Wet,Direct Seeded,84.26276852479037,31.308730929145202,154.7415961827603,66.95889123410404,3.9250270077168894,4.19
IR64,Clay,Wet,Transplanted,113.4521669362644,27.306881410624438,371.2226803577011,74.38943701560997,2.7926172807421725,4.33
NSIC Rc 222,Silty Clay,Wet,Direct Seeded,133.60175970747002,31.229277651739686,347.2086633812959,79.42320725870538,3.019284411878524,5.1
NSIC 218,Clay Loam,Dry,Transplanted,183.2888741934938,24.077300822017783,114.5610595588353,73.36781563603257,2.6847115709415843,5.72
Dinorado,Clay,Dry,Direct Seeded,98.9105753490685,28.045626646042376,93.50659511530617,73.62581031237853,4.180496471635881,4.73
NSIC Rc 160,Clay,Dry,Transplanted,70.03373987952253,26.038871173236046,136.34159945924108,66.75351483084837,4.375788691831808,4.97
Dinorado,Clay,Dry,Transplanted,123.39083388464124,29.742221911560133,38.08556010052145,89.59982714733228,5.248358750301199,4.78
NSIC Rc 160,Clay,Dry,Transplanted,162.0082402526093,28.059089432132964,116.3616570705657,74.2557985022233,4.1265544318708045,4.42
Dinorado,Clay Loam,Dry,Transplanted,66.47896355791002,26.945154569583185,105.85403264068655,75.98225836216476,3.2818341124243,4.74
NSIC Rc 160,Silty Clay,Wet,Direct Seeded,113.70252375454406,31.129854064310088,198.86450107389817,66.55677873860488,2.6784206397733565,4.08
IR64,Clay,Wet,Direct Seeded,52.667771189372516,25.7711706417168,383.3091728099607,75.42410154995456,5.15485915825251,4.11
NSIC Rc 160,Clay Loam,Wet,Direct Seeded,55.03387724708767,24.199802048981816,228.95994094935116,67.6604867560292,3.9365742355841604,4.28
NSIC Rc 160,Silty Clay,Wet,Direct Seeded,122.44300448249984,28.081011868520918,323.04657209502926,66.070087541504,4.711965968326964,4.31
NSIC Rc 222,Clay,Wet,Direct Seeded,94.7295947226394,28.240284371728137,354.74407950414997,68.27166752828803,2.5439480457867667,4.86
NSIC Rc 160,Silty Clay,Wet,Transplanted,176.76609485081184,26.390946215718756,335.2286153092952,60.08278945515843,3.964416767993253,4.74
NSIC Rc 222,Silty Clay,Wet,Direct Seeded,140.32314591896812,26.866100436893824,379.3956960074603,77.10453336005051,3.4771678694994956,4.9
NSIC 218,Clay Loam,Wet,Direct Seeded,118.08994426144855,31.595534142999,366.0686900851771,71.6244001656853,2.5909938178414804,4.68
NSIC Rc 222,Silty Clay,Dry,Direct Seeded,111.19030565814445,29.32685691396801,47.2183747333653,86.96067057581791,4.827018421217375,5.35
IR64,Clay Loam,Dry,Direct Seeded,124.5868220284345,23.10601751482577,103.43300953571551,61.22121520837563,4.03870495868084,4.31
NSIC Rc 222,Clay,Dry,Transplanted,56.0658246818992,24.12130070870611,139.41227328073094,61.296009025672504,3.499540728973393,4.86
NSIC 218,Silty Clay,Dry,Transplanted,183.919003463099,31.75576634435559,138.58103827339664,86.57620551937751,4.917395451722198,5.66
IR64,Silty Clay,Dry,Transplanted,199.74547336009374,29.26465553793531,110.74772043225978,63.79933926613024,3.8407703555504993,5.1
Dinorado,Sandy Loam,Dry,Transplanted,77.2230687288048,31.150451261446534,16.730235754768415,60.064803123720054,2.510493869104904,4.2
Dinorado,Clay,Dry,Direct Seeded,68.05744471619296,25.03861463988722,132.1170072248226,65.36741591139041,5.333342896114976,4.88
NSIC Rc 222,Clay,Wet,Direct Seeded,71.53661951728928,29.41866860086592,398.6528785229025,84.71628525292812,3.2670482213871566,5.03
NSIC Rc 222,Sandy Loam,Wet,Transplanted,149.15405873515508,29.140027085235115,195.65285314403638,84.08142248280306,4.9917265661900245,5.7
NSIC 218,Sandy Loam,Dry,Transplanted,149.2161257676162,24.94689985439375,102.0890049806356,70.20396632530353,4.949246152243819,5.68
NSIC 218,Clay Loam,Wet,Direct Seeded,177.18862434176162,27.508163254507053,226.19045030667502,80.04092751779555,2.987121794082194,5.67
NSIC Rc 160,Clay Loam,Wet,Direct Seeded,162.77395826393797,28.274151112702953,309.0564668579075,75.21749122007483,3.92200804364433,4.25
NSIC 218,Silty Clay,Wet,Transplanted,117.45345100540096,26.81131810827465,333.2617964728959,87.14204969537718,2.620596935495479,5.23
NSIC Rc 160,Silty Clay,Wet,Transplanted,141.92830423479782,30.271787066580128,283.6512636389273,61.69270426252267,3.563655018665386,3.73
IR64,Silty Clay,Wet,Transplanted,153.24270055520117,30.328690417979892,168.48209122165372,84.39537386209895,4.69293653010886,4.59
NSIC Rc 222,Silty Clay,Dry,Transplanted,126.91047054278377,30.506005483015567,53.46079544558282,65.1179600828238,3.2112084103310727,5.29
IR64,Clay Loam,Wet,Direct Seeded,121.3476476677455,30.034235690981628,360.3988067000955,71.74862692295278,2.85138379222693,4.2
NSIC 218,Clay,Dry,Direct Seeded,146.76461684639798,26.880834771971447,36.215050638797905,65.75871454304297,4.021370652805027,5.17
IR64,Silty Clay,Dry,Direct Seeded,133.62118234634806,25.814382981490073,26.268540819624395,81.07843228782417,4.110959153120897,4.12
IR64,Clay,Dry,Transplanted,146.59134580038653,30.313762837143706,17.033165896086537,80.34978539259774,4.527486793963474,4.28
IR64,Silty Clay,Wet,Direct Seeded,141.9282160945046,26.902014585562668,390.218589005318,76.4369280509708,4.777413240407772,4.23
NSIC 218,Sandy Loam,Dry,Direct Seeded,157.8794840770482,24.463713986279817,115.57445471310591,80.94489110410966,4.587428593793966,5.58
IR64,Silty Clay,Dry,Transplanted,146.4205263174314,27.073435323222164,43.01801985205854,79.18694341814022,5.036236624884552,4.21
NSIC Rc 160,Silty Clay,Dry,Transplanted,127.96137296559009,23.418498219192422,13.39541104605571,83.29326167052804,3.1687193928461195,4.39
NSIC 218,Silty Clay,Dry,Transplanted,152.26952169265797,28.91629490598799,65.6178912578785,67.18219953871646,4.209300238649488,5.5
IR64,Clay Loam,Wet,Transplanted,117.4222947778142,25.359212816239065,251.37921095659868,72.86737844822161,3.5802860722639753,4.79
NSIC 218,Sandy Loam,Dry,Transplanted,86.25068389589015,24.606587984474544,77.56499128292745,64.54879588062686,5.3863370710049265,4.67
Dinorado,Silty Clay,Dry,Transplanted,50.21273302008732,31.56508746234745,33.692232326017766,72.88780692660582,3.8208385702444714,3.54
NSIC Rc 160,Silty Clay,Dry,Direct Seeded,133.99462207187648,29.768809957583077,16.166767062756968,81.05075254261024,5.37914179940067,4.26
IR64,Clay,Dry,Direct Seeded,138.59828399129617,29.870695027239314,36.47756763372964,80.74173482353055,4.8071969621773185,4.31
Dinorado,Sandy Loam,Wet,Direct Seeded,195.80734471635716,28.237219692791832,206.20312042471153,81.28280709884828,4.655391586206097,5.09
Dinorado,Silty Clay,Dry,Direct Seeded,104.22175011414133,30.39172810510297,105.07438665712041,69.2630258593307,3.9746911357654806,4.58
NSIC 218,Clay,Dry,Direct Seeded,109.11998642424676,29.591624811633814,21.514114815168895,79.86641921372771,3.8301344027668063,5.16
Dinorado,Clay,Dry,Direct Seeded,80.26993720132853,27.987737041336167,87.70518427797913,71.02398958766814,4.07964456255522,4.65
NSIC Rc 160,Clay Loam,Dry,Transplanted,60.58014428559829,31.611244018517173,30.497678307143335,88.33476138315149,3.3808991887808597,3.85
NSIC Rc 160,Clay,Dry,Transplanted,165.92067392926108,23.91594949684423,37.39648430125871,70.30099097641016,5.213529819515401,4.67
NSIC Rc 222,Silty Clay,Dry,Transplanted,87.45215965089875,31.433797189947512,65.03090365733782,78.09054702133164,4.8829919657961,5.28
NSIC Rc 160,Clay Loam,Wet,Direct Seeded,141.33572915450569,26.014381619988647,154.82843874052188,82.50437142576529,4.904187562975132,4.72
Dinorado,Clay Loam,Dry,Direct Seeded,153.16595533182223,27.283989834014868,24.115547047522387,87.19222287079023,3.799460786348308,4.45
NSIC Rc 160,Silty Clay,Wet,Transplanted,120.68550309374716,23.22739319544309,209.32475902339633,73.13785810361733,2.7132668447326513,4.15
NSIC 218,Sandy Loam,Wet,Transplanted,181.45281695407874,27.40107438921791,324.97969370960556,70.81455324624804,4.549231953778836,5.91
NSIC Rc 222,Clay,Dry,Transplanted,116.56922614695931,28.112067518581934,34.2484903895098,72.90084525949767,3.6232407519142353,5.44
Dinorado,Clay Loam,Wet,Transplanted,92.73629345626478,31.97701541808524,377.8973469181826,69.71089054649343,5.111290937352476,4.29
NSIC Rc 222,Sandy Loam,Dry,Transplanted,184.40232844424335,31.751924110715265,58.85333760318958,79.61773470201942,4.8410153153495905,5.87
Dinorado,Silty Clay,Wet,Direct Seeded,179.23464263749347,31.66397291874287,173.37826660794144,87.98150292025753,2.9359844259692682,4.72
NSIC 218,Clay,Dry,Direct Seeded,74.60599206146195,25.483880601020573,56.15366076977136,63.782130194681,4.305147191615543,4.94
NSIC Rc 222,Clay,Wet,Direct Seeded,53.89415275308814,31.912664987450434,288.31479679048243,76.82766194310472,4.576641777781553,5.05
IR64,Clay Loam,Wet,Transplanted,63.4978334524431,26.55478151595111,323.8828121279581,86.92946176080993,4.204412739473084,4.39
Dinorado,Clay,Dry,Direct Seeded,92.98210978307256,30.518362587619006,114.89800799460247,63.003436339680526,4.042126528465784,4.63
IR64,Clay,Wet,Transplanted,195.8389702612566,24.16319969018972,219.09520527656716,74.81596232298843,3.183589225017824,4.72
NSIC Rc 222,Clay,Wet,Direct Seeded,133.77742297412374,27.058331796566023,292.4742597925755,85.95688787581338,3.207720533263553,5.3
IR64,Clay,Wet,Transplanted,105.98925980439031,31.660120961276053,328.8121065014432,87.01356635136247,4.804024415927664,4.12
IR64,Silty Clay,Wet,Transplanted,183.30741419191196,31.470313969234276,359.42981078384423,75.4305648345875,2.5560693566906716,4.03
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,117.97044972177494,28.837348778214267,263.12496270499526,60.74855653403152,4.836730188116729,5.41
NSIC 218,Silty Clay,Dry,Direct Seeded,97.28579426015317,29.978143225530598,20.469522717699412,63.16917535283465,4.080396209617417,5.0
IR64,Silty Clay,Wet,Direct Seeded,191.1829293118486,23.764266966024014,336.96430472974015,77.60150235723701,5.308667957154508,4.66
IR64,Clay Loam,Wet,Direct Seeded,177.4276499289017,29.216585494841574,225.44574293496242,63.71575819399035,5.491964643168769,4.99
NSIC 218,Clay,Dry,Direct Seeded,176.55025631291613,28.180508083353722,130.4631029932881,64.48253330733812,4.4904536953268845,5.37
IR64,Silty Clay,Dry,Transplanted,126.84271145753196,22.91551735751246,124.27250390352368,83.16351293346341,3.7367715832604107,4.31
IR64,Clay,Dry,Direct Seeded,168.41575982231825,23.131590065896763,117.23882955687138,82.520761757265,3.9252577256820835,4.26
IR64,Silty Clay,Wet,Direct Seeded,76.90300388968278,23.084436177512618,203.26168669303965,85.28318278276416,3.112646282954523,4.0
NSIC Rc 160,Silty Clay,Wet,Transplanted,135.98344363343654,29.243569348298358,196.82843652266686,63.17205409518317,2.7977029719744433,4.59
NSIC 218,Clay Loam,Wet,Direct Seeded,197.57688842713185,23.417152082475724,239.71818295643155,65.94434643290452,4.236290179906405,5.56
IR64,Sandy Loam,Wet,Transplanted,93.64376457769424,26.677322711144704,158.96992044721225,84.98884289575952,4.916485293899802,4.62
NSIC 218,Sandy Loam,Dry,Direct Seeded,169.15284938715126,25.569818058777578,53.31213074483855,81.63262826093376,3.28529955318764,5.5
Dinorado,Silty Clay,Dry,Direct Seeded,123.57176108121008,27.50504140770218,125.20344997571026,84.17868383484121,3.7589584307360493,4.53
Dinorado,Clay Loam,Wet,Transplanted,55.9708524833131,29.06476487219403,220.74795941631243,89.69237024723766,4.164320985330942,4.68
IR64,Clay,Wet,Direct Seeded,164.45290967235013,28.84722537221332,313.055706110807,85.93294818467106,5.223693459910171,4.81
NSIC 218,Clay,Wet,Direct Seeded,75.28537165881691,27.155199159143766,311.9797617900342,75.6138975254928,2.915893682986168,4.76
NSIC 218,Silty Clay,Wet,Direct Seeded,144.72103506991252,26.643348736103853,168.38845162287282,69.32304554391771,3.2106495061889877,5.26
NSIC 218,Sandy Loam,Dry,Direct Seeded,62.849629107045935,25.978155951222586,35.59229124049931,77.09029759724103,5.255591355357354,5.25
NSIC Rc 160,Clay Loam,Dry,Transplanted,192.03010962439473,30.619099483043794,27.417288819703952,79.15759650703357,2.6186067794640753,3.98
Dinorado,Sandy Loam,Wet,Transplanted,93.75858307705414,25.308518048726448,221.85390427015503,70.05936423778863,4.468346902179576,5.08
NSIC 218,Clay,Dry,Direct Seeded,83.96970375160925,24.59365821167495,16.29388668852823,83.12811112454035,4.418577649653855,4.78
NSIC 218,Sandy Loam,Wet,Direct Seeded,69.37046060995014,29.43315493655271,292.38941616948046,62.7826137797366,3.6497633008976917,4.99
NSIC Rc 160,Clay,Wet,Transplanted,191.90032900085717,25.597634616967266,229.6380343757757,83.3817855204513,3.9044940370213546,4.65
NSIC Rc 160,Clay Loam,Dry,Transplanted,156.7855613661958,30.469985997572685,141.5034508207806,60.959955560458454,5.064753854441683,5.09
NSIC 218,Clay Loam,Wet,Direct Seeded,161.2491333077133,25.27888718637145,254.49700604721838,74.9389818216447,2.9949461900403374,5.05
NSIC Rc 222,Silty Clay,Dry,Transplanted,124.91068420703668,29.01944824574588,53.121525678738315,85.84309390449799,3.194702434836781,5.69
NSIC 218,Silty Clay,Wet,Transplanted,121.20916779057251,22.45109006285336,328.20268927894097,62.594858220641925,4.037051234319671,4.86
NSIC 218,Sandy Loam,Dry,Transplanted,66.5031864487215,25.8556288011032,138.46650322490683,75.5321680948251,3.7292362690000904,5.7
NSIC Rc 160,Clay Loam,Wet,Transplanted,133.97616433759876,25.432301749675513,152.3167073641575,64.78174316883948,4.22311749263555,4.73
NSIC Rc 160,Clay Loam,Dry,Direct Seeded,87.03747426631857,30.166787392759232,48.16589861270616,86.84447250182805,5.262517558281387,4.66
NSIC 218,Silty Clay,Wet,Transplanted,196.57179992006087,31.6705540322831,219.09838602210763,84.9703658110089,5.25130605321351,5.65
NSIC 218,Clay,Wet,Direct Seeded,169.4871410022721,26.608812766929614,185.59306094625418,88.01751729880463,3.1900550191449755,5.46
NSIC 218,Sandy Loam,Dry,Direct Seeded,111.94880902893314,30.24836277153758,137.05923430708893,86.24947024590281,3.4064338385465214,5.32
NSIC Rc 160,Sandy Loam,Wet,Transplanted,72.70118880372996,28.996947009573653,181.90229569112293,82.09659929597971,2.9862060438910896,3.93
NSIC 218,Silty Clay,Dry,Direct Seeded,167.7997536708176,31.673859876636932,136.55006739845237,65.54667586765508,5.283371114391779,5.28
NSIC 218,Clay Loam,Dry,Direct Seeded,68.3080650621974,30.111085143428248,139.3146463014998,69.07507847006703,3.6935923905945858,5.07
IR64,Silty Clay,Wet,Transplanted,78.40006302456058,22.774780659637305,389.76005411181177,74.90565474924023,3.8491154346510315,3.59
NSIC Rc 222,Silty Clay,Wet,Transplanted,81.72807766163412,29.13281722382236,244.14008289060445,77.6669034454417,4.907922342332379,5.91
Dinorado,Silty Clay,Wet,Transplanted,133.53359574096416,27.354997154223735,281.77214622740996,83.4655018593963,4.038920418430876,5.07
NSIC Rc 222,Silty Clay,Wet,Direct Seeded,168.05849809855494,22.164360579323272,333.45547176740814,66.80878884561183,2.8592664466645363,4.86
IR64,Clay,Dry,Direct Seeded,97.14723180870382,24.513129587254436,79.46148149978713,63.8483218244089,3.81354612832809,4.22
Dinorado,Clay,Wet,Direct Seeded,62.70047214129341,31.21755245026893,161.86186871501255,74.47830511780909,4.391572129835895,4.04
NSIC 218,Clay Loam,Wet,Direct Seeded,119.68076952866288,31.26061372786753,210.25565963942458,64.73524232618762,4.6576272632711095,5.5
IR64,Silty Clay,Wet,Transplanted,162.21653617399033,29.988504602006344,358.0369468359281,80.81210406988717,4.4360555583486825,4.48
NSIC 218,Clay,Dry,Direct Seeded,83.24957646310824,31.817796032779896,131.23248015184487,77.26892670275151,2.8575421576970896,4.58
NSIC Rc 160,Clay Loam,Wet,Transplanted,82.98868220590613,30.06545224624205,365.4976532944703,82.23323391056654,3.413033575485455,3.78
IR64,Silty Clay,Dry,Transplanted,192.08405410200663,22.102041872852453,143.10722546342484,61.903096789653254,4.700693934889646,4.74
NSIC Rc 160,Sandy Loam,Wet,Transplanted,193.12305906787668,24.87834340301512,243.2377301602005,88.94092681332612,5.140570583008224,4.83
IR64,Clay,Dry,Transplanted,198.56985980923645,22.30624182237763,55.44637186560513,60.00016610027214,2.6415592451867793,4.51
IR64,Clay Loam,Wet,Direct Seeded,171.14894023621702,22.941079687375595,243.71539991294208,69.76327245040605,2.6266873242099313,4.48
NSIC Rc 160,Sandy Loam,Wet,Transplanted,78.22762537519183,24.18840816950776,339.22421927722047,80.3890438009872,4.430213588017187,4.63
Dinorado,Silty Clay,Dry,Direct Seeded,81.79722811988921,27.035585463255224,68.64241679555771,61.354262215863564,4.144138462489843,4.63
NSIC Rc 222,Silty Clay,Wet,Transplanted,101.03378622835879,30.475320034620175,223.76755668746728,62.50048744072821,2.966017151553142,5.4
NSIC 218,Silty Clay,Wet,Transplanted,97.71987970002363,30.61966756157108,179.2735202849995,62.30044311684661,4.144874745090881,5.28
IR64,Clay,Wet,Transplanted,193.47916236170136,28.162018585572966,214.38386256014587,77.44529180162938,5.423462030502552,5.05
NSIC 218,Clay Loam,Dry,Direct Seeded,168.36109743225404,31.28175939066235,110.69362622700416,86.87775945115615,4.392700661189875,5.38
NSIC Rc 160,Sandy Loam,Wet,Transplanted,158.6013188242331,27.00062326590208,246.83618290894373,76.66310933136786,3.847423468149156,4.98
NSIC 218,Clay Loam,Dry,Transplanted,77.89448360871977,30.890360441332014,52.05037504126212,78.10714056839015,4.982597463818726,5.45
NSIC Rc 160,Clay,Dry,Transplanted,186.42883390434943,26.540652563320123,115.53330324777225,70.38004953623968,3.138467456956455,4.79
NSIC 218,Clay Loam,Dry,Transplanted,174.18055692592606,24.772250074218825,20.34490032989475,60.56223475966597,3.7429792924807397,5.07
NSIC Rc 222,Clay,Wet,Direct Seeded,74.54627619918855,31.164129181004277,163.05117739877457,60.64844153253649,4.083303675432543,5.16
NSIC Rc 222,Silty Clay,Dry,Direct Seeded,180.67554979414587,25.879350756788693,83.2897738003959,86.64929899442734,4.013619676152267,6.18
NSIC Rc 222,Sandy Loam,Dry,Transplanted,90.8371304555707,27.034041088444617,27.123887771724327,63.0771731615894,5.2629174076334575,5.36
NSIC Rc 222,Silty Clay,Wet,Transplanted,62.13046187481591,25.288606325306773,269.67006355004366,89.99368115437787,3.3780043217400273,5.63
NSIC Rc 222,Clay Loam,Dry,Direct Seeded,148.5233459771315,28.6283760029073,51.0652867011347,64.93267834533835,2.6695111621888588,5.27
NSIC Rc 222,Silty Clay,Dry,Direct Seeded,148.07069890764961,31.950312250060357,46.20755494810608,80.23903331865569,5.249131613541226,5.24
NSIC Rc 160,Sandy Loam,Wet,Direct Seeded,64.23980143484272,22.255135488647696,335.0018781931946,88.46866416542717,3.151202971415028,3.72
IR64,Silty Clay,Wet,Transplanted,97.82777134048736,30.998480060071014,278.43628612011537,70.86867832926079,3.637083921930122,4.53
NSIC 218,Sandy Loam,Dry,Direct Seeded,198.9221693383308,22.039260569892654,127.45049029877325,82.03299566243967,4.092674873554231,5.42
NSIC Rc 222,Sandy Loam,Wet,Transplanted,151.76400005131052,25.642278811462113,167.97383512862675,70.52569930327006,5.4276414116446405,6.14
NSIC Rc 160,Silty Clay,Wet,Direct Seeded,159.51127499049937,23.686068062895142,260.03740783648965,69.14823170284336,4.105805324885795,4.13
NSIC Rc 160,Clay,Wet,Direct Seeded,81.93759284064585,29.573417806725512,327.2261520107082,66.05412247726316,3.843229919645437,3.98
NSIC Rc 160,Clay Loam,Dry,Transplanted,61.817310650587146,22.506108407571734,37.092415756867645,84.62804720696593,4.250915438552941,3.65
IR64,Clay,Dry,Direct Seeded,91.53525346114066,27.53484953584328,123.18270882227665,67.72161190827444,5.412424479751413,4.36
NSIC 218,Clay,Wet,Transplanted,87.3347577789788,24.949261338453127,164.52416349754748,68.49474488717573,4.953833796269321,5.5
IR64,Silty Clay,Dry,Direct Seeded,85.18161511220796,23.33670248864702,121.15444842710907,89.96909226596333,3.006904408935766,3.23
Dinorado,Clay Loam,Wet,Transplanted,78.91314828305593,29.71818212102641,164.96179743172212,69.8193130633596,4.909780044712627,5.2
NSIC Rc 160,Clay Loam,Wet,Direct Seeded,136.21335359831065,24.174168342552566,242.65035079524569,72.68323466496147,5.023297179411665,4.28
Dinorado,Clay,Wet,Direct Seeded,99.21552137627327,24.23675212054939,198.74099103092726,89.70166373324504,4.572082311875398,4.67
NSIC Rc 222,Silty Clay,Wet,Transplanted,173.05175225712958,24.75076785137923,383.69519782710506,71.0790103625228,4.471700377501793,5.94
NSIC Rc 222,Clay Loam,Wet,Transplanted,77.5921126771076,27.867667638280274,295.3359009349358,70.98456021707601,3.822631002543413,5.94
IR64,Clay,Dry,Transplanted,119.69406063028167,28.596659316907484,79.84362777801219,84.8314339864158,4.425086161358362,4.24
NSIC 218,Clay Loam,Dry,Transplanted,52.048675463912,22.176025237013448,42.738055783458144,69.35791105463076,4.712724916456773,4.27
