variety_maturity_days,variety_max_yield,variety_avg_yield,land_area_ha,fertilizer_kg_ha,historical_yield_tons_ha,temperature_avg,rainfall_mm,humidity_avg,yield_class,yield_tons_ha,variety_Angelica (NSIC Rc122),variety_NSIC 2016 Rc 456H (Mestiso 78),variety_NSIC RC 402 (Tubigan 36),variety_NSIC Rc 480,variety_NSIC Rc 486 (Mestiso 80),variety_NSIC Rc 512 (Tubigan 44),variety_NSIC Rc 534 (Salinas 29),variety_NSIC Rc 666H,variety_NSIC Rc124H (MESTISO 4),variety_NSIC Rc132H (MESTISO 6),variety_NSIC Rc160 (Tubigan 14),variety_NSIC Rc204H (Mestiso 20),variety_NSIC Rc216 (Tubigan 17),variety_NSIC Rc222 (Tubigan 18),variety_NSIC Rc234H (MESTISO 27),variety_NSIC Rc440(Tubigan 39),variety_PSB Rc18 (Ala),variety_PSB Rc72H (Mestiso),classification_Hybrid,classification_Inbred,soil_type_Clay,soil_type_Clay Loam,soil_type_Sandy Loam,soil_type_Silty Clay,season_Dry,season_Wet,seeding_method_Direct Seeded,seeding_method_Transplanted
131,6.7,3.1,1.85,45.9,3.58,34.48,333.8,80.9,Medium,2.943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
110,6.79,5.22,2.58,155.4,5.17,31.58,164.8,70.5,Medium,4.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
112,9.7,6.0,4.68,172.6,5.56,27.81,275.3,70.4,Medium,6.851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
131,6.7,3.1,1.59,166.5,3.41,31.48,174.3,83.2,Medium,2.545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
123,8.1,5.1,1.2,165.7,5.07,22.01,154.1,77.6,Medium,4.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
123,9.9,5.4,3.25,141.9,5.47,26.89,154.5,68.8,Medium,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
107,8.2,5.6,5.47,115.8,6.12,30.26,142.6,76.3,Medium,5.472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
112,11.7,6.7,5.01,108.4,6.97,27.53,268.6,81.6,Medium,8.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
113,13.9,6.5,3.88,60.2,7.43,24.45,201.1,63.6,Medium,6.214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
113,13.9,6.5,4.47,112.1,6.93,28.0,335.2,74.1,Medium,7.062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
110,6.79,5.22,4.54,88.4,5.64,28.57,215.1,81.9,Medium,5.468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
113,10.2,5.6,3.88,176.8,4.38,29.68,274.4,78.4,Medium,6.066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
110,6.79,5.22,0.96,95.0,5.48,26.41,36.3,74.8,Medium,5.362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
113,8.7,5.9,4.44,120.3,6.06,27.49,141.4,96.9,Medium,5.466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
104,9.3,5.7,5.21,178.1,5.61,33.85,255.6,67.5,Medium,6.066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
107,4.4,3.2,4.66,87.1,3.3,26.21,245.5,97.0,Medium,2.263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
106,7.9,5.7,3.09,69.6,6.87,31.2,239.4,86.2,Medium,5.876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
111,11.7,6.4,4.3,112.8,5.98,27.42,39.3,91.3,Medium,5.734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
121,5.0,4.7,1.17,43.8,4.62,27.92,260.0,74.3,Medium,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
107,4.4,3.2,4.47,50.6,3.61,27.12,215.9,82.0,Medium,3.234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
111,11.7,6.4,4.73,113.0,6.34,24.19,195.7,84.3,Medium,7.057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
113,8.7,5.9,0.8,130.5,5.74,26.34,179.6,87.9,Medium,6.805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
110,6.79,5.22,3.11,52.5,4.85,27.0,236.5,98.8,Medium,4.582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
112,11.7,6.7,3.72,56.1,6.58,26.18,285.2,83.7,Medium,7.049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
118,9.1,5.7,3.45,45.6,6.05,29.99,247.9,59.5,Medium,5.888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
118,9.1,5.7,5.67,162.0,5.64,29.93,252.0,64.3,Medium,6.133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
113,13.9,6.5,2.68,100.0,7.04,26.01,272.3,87.4,Medium,6.635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
107,8.2,5.6,0.49,112.9,5.64,26.29,219.3,95.4,Medium,5.602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
114,14.0,5.5,2.96,71.6,5.87,25.08,247.3,71.1,Medium,6.581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
109,10.8,5.5,3.06,119.0,5.67,26.51,313.6,62.2,Medium,4.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
130,6.7,3.1,1.06,98.6,3.51,28.47,309.4,68.1,Medium,3.219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
107,8.2,5.6,1.4,68.2,6.48,29.74,261.4,64.2,Medium,5.589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
115,9.8,6.5,4.08,110.1,6.6,30.71,287.8,64.3,Medium,7.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
113,13.9,6.5,5.06,75.5,6.91,26.01,313.9,70.4,Medium,7.183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
118,9.1,5.7,1.86,163.2,5.63,29.62,229.5,73.8,Medium,6.834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
104,9.3,5.7,5.93,117.6,5.31,28.31,191.3,64.3,Medium,5.117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
123,9.9,5.4,4.79,136.1,5.31,26.21,319.0,88.8,Medium,4.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
113,8.7,5.9,1.18,154.6,5.28,28.79,236.0,82.8,Medium,5.779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
113,13.9,6.5,5.72,144.7,6.67,25.45,229.9,88.7,Medium,5.675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
109,10.8,5.5,3.41,67.7,6.23,26.05,185.8,63.5,Medium,4.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
111,11.7,6.4,3.87,124.0,6.16,28.55,175.0,80.9,Medium,6.516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
123,8.1,5.1,3.24,171.7,4.94,29.04,151.0,85.4,Medium,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
112,11.7,6.7,3.25,92.9,6.99,27.41,187.1,76.1,Medium,6.827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
121,5.0,4.7,2.4,106.3,4.84,26.37,38.3,77.1,Medium,4.921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
121,5.0,4.7,2.89,90.1,4.83,33.61,202.3,89.2,Medium,4.808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
113,8.7,5.9,1.81,133.5,5.73,29.21,30.9,54.2,Medium,6.026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
110,6.79,5.22,5.48,168.8,5.62,27.06,284.2,79.8,Medium,5.356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
131,6.7,3.1,5.18,46.3,3.48,30.77,85.3,82.5,Medium,2.842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
131,6.7,3.1,3.89,106.4,3.31,29.3,220.5,91.6,Medium,2.553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
112,9.7,6.0,1.24,74.7,5.52,29.43,155.2,69.0,Medium,5.319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
121,5.0,4.7,5.94,50.3,4.53,26.24,191.2,80.7,Medium,4.656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
112,11.7,6.7,5.9,145.5,7.01,23.82,161.8,79.3,Medium,6.597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
118,9.1,5.7,3.07,150.3,5.46,30.85,321.1,84.7,Medium,7.436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
121,5.0,4.7,4.47,126.6,4.54,26.21,192.7,82.9,Medium,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
112,9.7,6.0,4.89,158.4,5.14,30.65,251.6,80.8,Medium,6.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
113,10.2,5.6,1.37,102.3,4.98,30.92,195.9,76.4,Medium,4.606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
109,10.8,5.5,5.6,135.9,5.95,26.25,143.0,54.8,Medium,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
113,8.7,5.9,1.8,86.7,6.59,25.02,285.9,90.3,Medium,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
104,9.3,5.7,5.63,76.4,6.34,28.21,134.7,82.2,Medium,5.782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
114,10.0,6.1,1.13,173.7,5.4,30.85,198.3,74.6,Medium,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
104,9.3,5.7,5.44,104.9,6.59,29.98,314.2,68.2,Medium,5.775,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
123,9.9,5.4,2.51,112.0,5.67,29.25,145.0,92.8,Medium,5.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
118,9.1,5.7,5.35,122.3,6.09,28.84,173.3,73.7,Medium,5.555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
122,8.2,5.6,5.86,84.6,5.82,26.55,202.1,80.3,Medium,5.154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
121,5.0,4.7,0.52,116.0,4.63,23.86,260.3,74.5,Medium,4.265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
123,8.1,5.1,4.93,96.5,5.48,28.08,202.7,78.1,Medium,4.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
112,11.7,6.7,1.79,57.6,6.61,26.69,181.9,87.2,Medium,6.277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
115,9.8,6.5,2.84,43.6,6.64,27.89,232.6,68.1,Medium,6.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
115,9.8,6.5,0.37,117.4,6.76,27.23,336.4,101.9,Medium,6.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
123,9.9,5.4,5.92,100.3,5.13,25.03,86.2,89.9,Medium,5.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
113,13.9,6.5,3.22,56.4,7.36,23.53,227.6,81.8,Medium,6.392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
123,8.1,5.1,3.64,115.6,4.54,25.17,275.3,78.0,Medium,5.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
112,9.7,6.0,2.99,81.8,5.64,24.91,148.4,77.1,Medium,5.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
118,9.1,5.7,0.4,73.4,5.51,28.36,300.6,92.8,Medium,6.488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
114,14.0,5.5,5.39,46.9,5.37,25.22,135.9,78.5,Medium,6.067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
104,9.3,5.7,4.38,81.1,5.75,28.19,53.4,68.0,Medium,5.968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
107,8.2,5.6,1.21,97.6,5.4,26.49,352.7,77.5,Medium,5.802,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
113,13.9,6.5,2.61,158.4,6.43,29.82,167.8,87.5,Medium,6.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
122,8.2,5.6,4.14,64.0,6.34,21.18,186.5,93.2,Medium,5.864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
122,8.2,5.6,1.31,95.9,5.57,28.67,239.7,73.1,Medium,5.904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
113,13.9,6.5,1.01,170.5,6.97,30.34,177.1,84.4,Medium,7.717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
115,9.8,6.5,4.96,80.7,6.81,29.17,245.4,80.8,Medium,6.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
113,13.9,6.5,0.53,79.2,6.36,28.42,152.3,84.5,Medium,6.557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
110,6.79,5.22,3.18,50.7,5.29,23.63,283.5,94.9,Medium,5.893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
113,10.2,5.6,3.89,81.5,5.24,25.63,218.5,68.1,Medium,6.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
113,10.2,5.6,1.09,118.9,5.38,27.91,164.4,73.3,Medium,5.202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
114,14.0,5.5,5.17,143.9,5.4,23.0,121.7,78.8,Medium,4.754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
111,11.7,6.4,5.53,142.0,6.19,26.82,354.8,92.0,Medium,6.461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
104,9.3,5.7,5.01,83.8,5.96,30.48,145.3,66.1,Medium,4.844,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
110,6.79,5.22,2.35,171.2,5.59,28.82,196.3,85.4,Medium,5.782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
106,7.9,5.7,2.07,153.2,5.59,26.61,157.4,88.1,Medium,5.608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
107,14.0,5.5,1.41,135.0,5.8,25.04,70.5,90.7,Medium,5.751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
114,10.0,6.1,0.7,176.1,5.26,29.27,190.6,74.3,Medium,6.186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
130,6.7,3.1,3.08,105.2,3.76,22.37,241.7,78.4,Medium,2.884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
111,11.7,6.4,0.71,159.0,6.51,29.11,112.1,90.5,Medium,6.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
123,8.1,5.1,5.87,146.7,4.98,28.79,213.2,84.4,Medium,4.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
123,9.9,5.4,4.56,167.7,4.59,23.76,19.5,77.2,Medium,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
111,11.7,6.4,3.97,73.8,6.4,30.54,156.2,90.0,Medium,6.493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
107,14.0,5.5,2.53,80.2,5.43,25.92,194.9,82.9,Medium,4.589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
111,11.7,6.4,5.36,69.1,6.19,27.46,214.7,82.9,Medium,6.108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
113,13.9,6.5,5.69,165.2,6.02,26.6,114.5,83.8,Medium,6.652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
115,9.8,6.5,1.72,71.1,6.34,29.72,208.6,76.6,Medium,6.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
113,13.9,6.5,4.99,77.7,7.18,28.03,223.6,64.2,Medium,7.535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
114,10.0,6.1,1.6,164.1,5.86,31.82,276.9,69.7,Medium,6.106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
113,10.2,5.6,1.76,175.1,4.4,29.18,170.4,70.7,Medium,5.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
113,13.9,6.5,0.91,56.4,6.4,25.11,252.5,76.7,Medium,7.194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
110,6.79,5.22,4.61,77.3,5.79,23.88,141.8,83.7,Medium,6.193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
122,8.2,5.6,2.4,45.6,5.72,24.07,310.1,83.4,Medium,6.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
118,9.1,5.7,1.2,129.4,5.8,27.75,173.7,79.6,Medium,5.844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
112,11.7,6.7,5.16,180.0,6.24,25.85,277.9,81.3,Medium,6.597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
123,9.9,5.4,3.4,155.9,5.31,26.61,207.1,93.3,Medium,5.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
121,5.0,4.7,1.07,59.0,4.18,26.9,189.2,86.5,Medium,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
115,9.8,6.5,3.89,121.4,6.48,24.38,18.7,74.5,Medium,6.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
113,13.9,6.5,4.79,84.2,6.16,25.99,346.1,84.8,Medium,7.159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
113,10.2,5.6,5.46,179.1,4.37,24.5,177.5,82.4,Medium,6.355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
114,10.0,6.1,0.52,178.3,5.78,30.63,290.9,79.0,Medium,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
123,9.9,5.4,4.34,111.5,5.23,26.16,197.9,104.1,Medium,6.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
113,8.7,5.9,2.86,58.9,5.87,24.64,175.2,73.4,Medium,5.963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
113,8.7,5.9,2.06,111.2,5.72,29.6,190.6,60.3,Medium,5.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
113,8.7,5.9,2.09,70.5,6.0,27.97,274.2,65.1,Medium,5.893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
113,10.2,5.6,3.99,118.3,4.96,28.81,122.0,64.1,Medium,5.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
107,8.2,5.6,3.67,115.4,5.44,31.17,244.3,78.4,Medium,5.473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
123,8.1,5.1,2.12,123.5,5.55,23.7,198.2,81.5,Medium,4.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
115,9.8,6.5,2.25,157.8,6.76,22.94,355.4,95.7,Medium,5.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
113,13.9,6.5,2.74,97.0,6.43,31.01,293.3,86.1,Medium,5.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
114,10.0,6.1,3.58,107.1,6.26,25.56,205.3,96.7,Medium,5.181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
112,11.7,6.7,5.91,116.4,7.47,31.79,105.7,67.7,Medium,6.263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
113,8.7,5.9,2.25,161.3,5.56,23.46,209.7,75.4,Medium,5.658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
118,9.1,5.7,1.28,66.1,5.66,24.42,155.0,76.5,Medium,6.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
113,8.7,5.9,0.75,60.7,6.2,27.51,54.9,72.7,Medium,6.215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
105,10.1,5.6,5.23,84.7,5.61,29.43,256.8,79.1,Medium,5.646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
114,14.0,5.5,0.81,65.7,6.31,32.91,153.3,92.1,Medium,6.223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
110,6.79,5.22,3.06,142.0,4.74,22.64,143.5,68.5,Medium,5.948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
113,10.2,5.6,2.04,145.9,5.21,28.32,193.4,70.7,Medium,5.527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
112,11.7,6.7,2.0,55.6,6.59,25.71,314.4,79.1,Medium,6.651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
115,9.8,6.5,2.11,110.3,7.15,25.91,168.6,73.1,Medium,6.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
110,6.79,5.22,2.13,144.1,5.36,25.72,19.8,85.7,Medium,5.358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
